0.522448980	205.494
0.528253968	206.555
0.534058957	207.748
0.539863946	208.452
0.545668934	209.907
0.551473923	210.769
0.557278912	211.095
0.563083900	211.424
0.568888889	211.43
0.574693878	210.84
0.580498866	210.208
0.586303855	209.21
0.592108844	208.406
0.597913832	207.771
0.603718821	207.558
0.609523810	207.941
0.615328798	208.616
0.621133787	210.035
0.626938776	213.362
0.632743764	216.524
0.638548753	219.019
0.644353741	223.299
0.650158730	229.625
0.655963719	233.848
0.661768707	236.342
0.667573696	237.914
0.673378685	247.066
0.679183673	248.282
0.684988662	251.705
0.690793651	250.979
0.696598639	250.749
0.702403628	250.661
0.708208617	247.057
0.714013605	245.718
0.719818594	245.626
0.725623583	238.503
0.772063492	237.321
0.777868481	242.519
0.783673469	246.369
0.789478458	247.196
0.795283447	251.017
0.801088435	250.369
0.806893424	249.341
0.812698413	248.454
0.818503401	241.25
0.824308390	241.054
0.830113379	236.128
0.835918367	235.623
0.841723356	237.287
0.847528345	235.936
0.853333333	235.685
0.859138322	235.863
0.864943311	236.211
0.870748299	238.327
0.876553288	241.128
0.882358277	244.133
0.888163265	246.967
0.893968254	249.762
0.899773243	251.529
0.905578231	254.065
0.911383220	255.494
0.917188209	255.859
0.922993197	256.147
0.928798186	256.331
0.934603175	256.392
0.940408163	257.069
0.946213152	257.326
0.952018141	258.074
0.957823129	258.67
0.963628118	259.024
0.969433107	259.482
0.975238095	259.745
0.981043084	259.739
0.986848073	259.569
0.992653061	259.283
0.998458050	258.842
1.004263039	259.03
1.010068027	259.253
1.015873016	259.682
1.021678005	260.316
1.027482993	260.93
1.033287982	261.505
1.039092971	261.793
1.044897959	261.687
1.050702948	261.759
1.056507937	262.048
1.062312925	261.982
1.068117914	262.061
1.073922902	261.73
1.079727891	260.313
1.085532880	259.06
1.091337868	257.127
1.097142857	255.296
1.102947846	253.22
1.108752834	252.01
1.114557823	251.043
1.120362812	250.052
1.126167800	235.947
1.131972789	241.075
1.137777778	245.785
1.143582766	245.026
1.149387755	247.182
1.155192744	248.875
1.160997732	249.934
1.166802721	252.637
1.172607710	254.283
1.178412698	255.42
1.184217687	256.316
1.190022676	256.066
1.195827664	256.012
1.201632653	255.569
1.207437642	254.539
1.213242630	254.868
1.219047619	254.448
1.224852608	256.815
1.230657596	256.445
1.236462585	256.919
1.242267574	258.875
1.248072562	261.385
1.253877551	261.119
1.259682540	259.816
1.265487528	258.473
1.271292517	258.175
1.277097506	258.539
1.282902494	259.476
1.288707483	260.502
1.294512472	261.156
1.300317460	261.442
1.306122449	261.644
1.311927438	261.33
1.317732426	260.801
1.323537415	259.677
1.329342404	259.167
1.335147392	259.085
1.340952381	259.208
